,Area_sq.ft,Price,Price_per_sq.ft,Locality,Booking_start,Agent_Name,Direction,parking,Type_BHK,Type_Of_House
16979,1625,107.0,6600,Satyanarayana Swamy Colony        ,24,Jeswin,east,Yes,3BHK,Apartment
16980,920,82.0,8913,Chanda Nagar        ,4,Asha,east,No,2BHK,Apartment
16981,4576,519.0,11363,Narsingi        ,4,Chethan V,east,Yes,4BHK,Apartment
16982,1324,66.22,5002,Bowrampet        ,21,Darshit,east,Yes,3BHK,Apartment
16983,1500,97.35,6490,Gaytri Arcade        ,24,Chandra Shekar,east,Yes,3BHK,Apartment
16984,2000,152.0,7649,Rajiv Gandhi Nagar-Borabanda        ,10,Roa,east,No,3BHK,Apartment
16985,2500,292.0,11700,Srinivasa Nagar West        ,24,Vikramathreya,north east,Yes,4BHK,Apartment
16986,856,57.78,6750,Suchitra        ,24,Sukriti Dubey,east,Yes,3BHK,Apartment
16987,1325,96.8,7306,Pradhamapuri Colony        ,24,Jyoti Joshi,east,Yes,3BHK,Apartment
16988,960,112.0,11688,Sindhi Colony        ,24,Jyotsna Chauhan,east,Yes,2BHK,Apartment
16989,1148,74.18,6463,Usha Mullapudi Road        ,24,Sujay Sharma,east,Yes,3BHK,Apartment
16990,1472,121.0,8250,Kakatiyanagar-Quthbullapur        ,24,Rishi Mehta,north east,No,2BHK,Apartment
16991,1599,138.0,8664,Muzaffar Ahmad Nagar        ,24,Uday Sinha,north,Yes,3BHK,Apartment
16992,920,59.45,6463,Gajularamaram        ,24,Rakesh Sharma,east,No,2BHK,Apartment
16993,1496,58.97,3942,Sri Venkataramana Colony        ,24,Prathibha,north,No,3BHK,Apartment
16994,1500,79.65,5310,Vinayakanagar Colony        ,24,Sugriva,east,Yes,3BHK,Apartment
16995,1496,58.97,3942,Bhupesh Guptha Nagar        ,24,Tahrun,east,Yes,3BHK,Apartment
16996,1480,72.0,4865,Kamala Nagar-Vanasthalipuram        ,24,Vidhya G,east,No,3BHK,Apartment
16997,1475,66.37,4500,Bapuji Nagar-Yapral        ,24,Gaja,east,Yes,3BHK,Apartment
16998,1280,115.0,9000,Tarakarama Nagar        ,24,Kailash Rao,north,Yes,3BHK,Apartment
16999,1200,157.0,13109,Maqtha Kousarali        ,24,Gopal Verma,north east,Yes,3BHK,Apartment
17000,2158,145.0,6751,Quthbullapur        ,24,Arjun Verma,west,Yes,3BHK,Apartment
17001,2400,280.0,11686,AGI Colony        ,24,Siddharth Rao,east,No,4BHK,Apartment
17002,1566,136.0,8710,Mothi Nagar-Ameerpet        ,24,Kartik,east,Yes,3BHK,Apartment
17003,1575,73.71,4680,S V B S Nagar Colony        ,24,Rupesh,north,No,3BHK,Apartment
17004,824,60.04,7288,Secretariat Hills        ,24,Shubham Patel,north east,Yes,2BHK,Apartment
17005,2010,117.0,5849,Laxminagar Colony-Saidabad        ,24,Kailash Mehta,east,Yes,4BHK,Apartment
17006,1200,99.0,8250,Rock Town Colony        ,24,Darshan Singh,east,Yes,3BHK,Apartment
17007,868,69.22,7975,Ramachandrapuram        ,24,Pragya Iyer,north east,Yes,2BHK,Apartment
17008,900,47.58,5288,Kaiser Nagar        ,24,Dheeraj Rao,north,Yes,2BHK,Apartment
17009,2800,500.0,17875,Jaya Prakash Nagar        ,24,Jaya Joshi,east,Yes,4BHK,Apartment
17010,1647,29.28,1778,Sultanpur        ,3,Mazhar Ullah,east,UnKnown,Plot,Plot
17011,888,58.79,6621,Gouthami Nagar Colony        ,11,Anita Kapoor,east,No,2BHK,Apartment
17012,2000,125.0,6250,Erukula Nancharamma Nagar        ,12,Phaniraj,east,Yes,4BHK,Apartment
17013,1200,85.5,7125,Serilingampally        ,25,Yamini Singh,east,Yes,3BHK,Apartment
17014,1427,128.0,8995,Ibrahim Bagh        ,11,Ranushan,east,No,3BHK,Apartment
17015,1240,83.7,6750,Narne Estates        ,24,Tarun Sharma,east,Yes,3BHK,Apartment
17016,1500,82.5,5500,Mallareddy Nagar-Alwal        ,24,Shilpa Kumar,east,Yes,3BHK,Apartment
17017,2264,105.0,4680,Laxminagar Colony-Saidabad        ,24,Mahalingam,east,Yes,4BHK,Apartment
17018,1535,114.0,7480,Kamala Nagar-Vanasthalipuram        ,24,Reshma Lall,north east,Yes,3BHK,Apartment
17019,1394,92.0,6600,Adarsh Nagar Colony-Nagole        ,20,Varmas,east,Yes,3BHK,Apartment
17020,1400,88.2,6300,Sreebagh Colony        ,20,Zachariah Jacob,north,Yes,3BHK,Apartment
17021,1394,75.27,5400,Raj Laxmi Colony        ,20,Seetha,east,Yes,3BHK,Apartment
17022,1405,59.43,4230,Kandri Gutta        ,20,Thota Thirupathirao,north,Yes,3BHK,Apartment
17023,1100,74.25,6750,D D Colony        ,20,Prashant Shankar Kshirsagar,east,No,2BHK,Apartment
17024,1030,49.13,4770,Gandhamguda        ,20,Raou,north east,Yes,2BHK,Apartment
17025,1060,94.38,8904,Sai Nagar-Nagole        ,20,Abhijeet,north,No,2BHK,Apartment
17026,1050,49.14,4680,Ganesh Nagar-Miyapur        ,20,Saanvi Enterprise,east,Yes,2BHK,Apartment
17027,1040,51.48,4950,Mayuri Nagar        ,20,Vishal K,north,No,2BHK,Apartment
17028,1060,94.38,8904,Muttuguda        ,20,Lakshmi Padmanabhan,north,Yes,2BHK,Apartment
17029,1079,51.04,4730,Rizala Bazar        ,20,Gangadhar,east,Yes,2BHK,Apartment
17030,1037,58.79,5670,Vemana Colony        ,20,Shankrish,east,No,2BHK,Apartment
17031,1030,60.04,5830,Alkapoor        ,20,Kraj,east,Yes,2BHK,Apartment
17032,1394,92.0,6600,Snehapuri Colony-Kothapet        ,20,Arshiyabpharm,east,No,3BHK,Apartment
17033,1400,88.2,6300,Central Park-Serilingampally        ,20,Mohammed.Fais,east,No,3BHK,Apartment
17034,1270,62.86,4950,Gandhi Nagar-Kushaiguda        ,20,K.Ganeshmpmm,east,Yes,3BHK,Apartment
17035,1405,59.43,4230,Allwyn Colony        ,20,Arun,east,Yes,3BHK,Apartment
17036,1344,62.89,4680,Musi Nagar-Old Malakpet        ,20,Gorja,east,Yes,3BHK,Apartment
17037,1079,51.04,4730,Old Alwal        ,20,Lakshmi Padmanabhan,north east,Yes,2BHK,Apartment
17038,1108,53.38,4818,Abhyudaya Nagar-Chintalakunta        ,20,Pooja,east,Yes,2BHK,Apartment
17039,1150,60.03,5220,Sai Bhagwan Colony        ,20,V K Raju,east,No,3BHK,Apartment
17040,1800,64.0,3556,Srisailam Highway        ,3,venkat,east,UnKnown,Plot,Plot
17041,1120,90.72,8100,Ramakrishnapuram        ,17,Ashish Gupta,east,No,2BHK,Apartment
17042,1556,143.0,9199,Kokapet        ,17,Suman Kapoor,north,No,3BHK,Apartment
17043,2156,246.0,11411,Rama Rao Nagar        ,17,Ekta Singh,east,Yes,3BHK,Apartment
17044,1346,55.06,4091,Nallagandla        ,4,Bina Patel,east,Yes,3BHK,Apartment
17045,1435,74.18,5170,Allwyn Colony        ,20,Shobhani,north,Yes,3BHK,Apartment
17046,1108,43.67,3942,Mytri Nagar-LB Nagar        ,20,Ali Naqi Peerbhoy,east,Yes,2BHK,Apartment
17047,1280,60.48,4725,Brundavan Colony        ,20,Veera Swamy,east,No,3BHK,Apartment
17048,1150,60.03,5220,Ashok Nagar-Ramachandrapuram        ,20,Venkataramaprasadsrungara,east,No,3BHK,Apartment
17049,1050,49.14,4680,PJR Layout        ,20,Sandeep Kollu,east,Yes,2BHK,Apartment
17050,1040,62.92,6050,Aditya Nagar-Hafeezpet        ,20,David,east,No,2BHK,Apartment
17051,1068,38.18,3575,Pramukh Nagar        ,20,Radhika T,east,No,2BHK,Apartment
17052,1037,71.86,6930,Swarnapuri        ,20,Kalem,north east,No,2BHK,Apartment
17053,1037,58.79,5670,Ashok Nagar-Ramachandrapuram        ,20,Tarakeshwar,east,Yes,2BHK,Apartment
17054,1037,71.86,6930,Engineers Enclave        ,20,Falgun,east,Yes,2BHK,Apartment
17055,1060,94.38,8904,Sahib Abad        ,20,Chitntu,east,Yes,2BHK,Apartment
17056,801,48.46,6050,South Kamala Nagar        ,20,V K Raju,east,Yes,2BHK,Apartment
17057,801,39.64,4950,Subramanya Nagar        ,20,Ajay Babu S,north,Yes,2BHK,Apartment
17058,1150,60.03,5220,Sai Bhagwan Colony        ,20,V K Raju,east,Yes,3BHK,Apartment
17059,1270,62.86,4950,Gandhi Nagar-Kushaiguda        ,20,K.Ganeshmpmm,east,Yes,3BHK,Apartment
17060,1344,62.89,4680,Musi Nagar-Old Malakpet        ,20,Gorja,east,Yes,3BHK,Apartment
17061,1394,92.0,6600,Snehapuri Colony-Kothapet        ,20,Arshiyabpharm,east,No,3BHK,Apartment
17062,1405,59.43,4230,Allwyn Colony        ,20,Arun,east,Yes,3BHK,Apartment
17063,1400,88.2,6300,Central Park-Serilingampally        ,20,Mohammed.Fais,east,Yes,3BHK,Apartment
17064,1079,51.04,4730,Old Alwal        ,20,Lakshmi Padmanabhan,east,No,2BHK,Apartment
17065,1050,65.83,6270,Suvarna Valley        ,20,Thara Devi,east,Yes,2BHK,Apartment
17066,1080,46.65,4320,Golnaka        ,20,Mohd Sayeed Aslam,east,Yes,2BHK,Apartment
17067,1079,51.04,4730,M.G.Nagar Colony        ,20,Mala Gautham,east,No,2BHK,Apartment
17068,1108,53.38,4818,Abhyudaya Nagar-Chintalakunta        ,20,Pooja,north,Yes,2BHK,Apartment
17069,875,46.2,5280,Rajiv Gruhakalpa        ,20,Abhishek Gaurav,east,No,2BHK,Apartment
17070,1647,29.28,1778,Sultanpur        ,3,Mazhar Ullah,east,UnKnown,Plot,Plot
17071,936,64.35,6875,Bachupally        ,17,Megha Khan,east,Yes,3BHK,Apartment
17072,1300,70.2,5400,Madhava Nagar        ,20,Soundhariya Ganesh,east,Yes,3BHK,Apartment
17073,1200,75.6,6300,Tapovan Park        ,10,Sambasiva Rao,east,Yes,2BHK,Apartment
17074,1056,122.0,11619,Nallagandla        ,17,Mohan Iyer,east,No,2BHK,Apartment
17075,1394,75.27,5400,Mansoorabad        ,20,Rajesh Kumar,east,Yes,3BHK,Apartment
17076,1400,107.0,7700,Raghavendra Colony-Kondapur        ,20,Sahitidrfsip,north east,Yes,3BHK,Apartment
17077,1400,107.0,7700,Sri Maruthi Nagar Colony        ,20,Gousemhn,north east,No,3BHK,Apartment
17078,1405,72.63,5170,Sri Balaji Layout        ,20,Pukhraj Singh,west,Yes,3BHK,Apartment
17079,1280,60.48,4725,Brundavan Colony        ,20,Veera Swamy,east,Yes,3BHK,Apartment
17080,1270,76.83,6050,Malla Reddy Colony        ,20,S R Reddy,east,No,3BHK,Apartment
17081,1068,38.18,3575,Pramukh Nagar        ,20,Radhika T,east,Yes,2BHK,Apartment
17082,1060,94.38,8904,Sahib Abad        ,20,Chitntu,north,Yes,2BHK,Apartment
17083,1150,60.03,5220,Ashok Nagar-Ramachandrapuram        ,20,Venkataramaprasadsrungara,east,Yes,3BHK,Apartment
17084,1108,43.67,3942,Mytri Nagar-LB Nagar        ,20,Ali Naqi Peerbhoy,north east,Yes,2BHK,Apartment
17085,1037,71.86,6930,Swarnapuri        ,20,Kalem,north east,No,2BHK,Apartment
17086,1050,49.14,4680,PJR Layout        ,20,Sandeep Kollu,north east,Yes,2BHK,Apartment
17087,801,48.46,6050,South Kamala Nagar        ,20,V K Raju,south,Yes,2BHK,Apartment
17088,801,39.64,4950,Subramanya Nagar        ,20,Ajay Babu S,east,Yes,2BHK,Apartment
17089,960,95.0,9896,Dasarlapally        ,23,Babu Kumar,east,Yes,2BHK,Villa
17090,3406,450.0,13212,Gopanapalli Thanda        ,24,Jagdish Yadav,north east,Yes,4BHK,Villa
17091,1350,42.88,3177,Adibatla        ,19,Debolina Chongdar,east,UnKnown,Plot,Plot
17092,1350,18.0,1333,Shadnagar        ,19,Ashok Moure,east,UnKnown,Plot,Plot
17093,1800,63.8,3544,Patancheru        ,19,Yunus Khan,east,UnKnown,Plot,Plot
17094,1323,16.16,1222,Shadnagar        ,19,D Basu,west,UnKnown,Plot,Plot
17095,1800,60.0,3333,Patancheru        ,19,Sapkal Anil,south,UnKnown,Plot,Plot
17096,1350,14.84,1100,Sadashivpet        ,19,Sivalingam N,east,UnKnown,Plot,Plot
17097,1189,16.65,1401,Bhongir        ,19,Kiru,west,UnKnown,Plot,Plot
17098,1620,21.05,1300,Ghatkesar        ,19,N.Saikuppuraj,east,UnKnown,Plot,Plot
17099,1283,23.52,1833,Maheshwaram        ,19,Swap,east,UnKnown,Plot,Plot
17100,1850,191.0,10371,KPHB        ,7,Ramana,east,Yes,3BHK,Apartment
17101,1279,64.75,5063,Suraram        ,24,Neha Chatterjee,east,No,3BHK,Apartment
17102,910,30.0,3297,Madhapur        ,27,Jigisha,east,Yes,2BHK,Apartment
17103,1344,62.89,4680,Murthaza Nagar        ,20,Narendra,west,Yes,3BHK,Apartment
17104,1575,90.09,5720,S V B S Nagar Colony        ,24,Soeb Guru,east,No,3BHK,Apartment
17105,3150,56.0,1778,Shankarpalli        ,19,Prathmesh Korade,south,UnKnown,Plot,Plot
17106,1726,34.52,2000,Bibinagar        ,19,Rupnisha,east,UnKnown,Plot,Plot
17107,1530,25.5,1667,Bhuvanagiri        ,19,Laxman Singh,east,UnKnown,Plot,Plot
17108,4218,117.0,2778,Maheshwaram        ,19,Tarun Panjwani,north,UnKnown,Plot,Plot
17109,1350,19.8,1467,Shadnagar        ,19,Anil Kumar,east,UnKnown,Plot,Plot
17110,2000,61.11,3056,Sangareddy        ,19,Kumarsandy,east,UnKnown,Plot,Plot
17111,4218,105.0,2500,Maheshwaram        ,19,B Uthaman,east,UnKnown,Plot,Plot
17112,1503,26.04,1733,Bhongir        ,19,Yogesh Godse,east,UnKnown,Plot,Plot
17113,1319,9.63,731,Alwal        ,19,Sobha,north east,UnKnown,Plot,Plot
17114,1323,23.81,1800,Shankarpalli        ,19,Sathyan,east,UnKnown,Plot,Plot
17115,1350,12.14,900,Sadashivpet        ,19,Bhoopala Krishnan,east,UnKnown,Plot,Plot
17116,2400,26.39,1100,Maheshwaram        ,19,Savithri,east,UnKnown,Plot,Plot
17117,1800,27.0,1500,Shadnagar        ,19,Shoab Akhtar,east,UnKnown,Plot,Plot
17118,924,26.42,2860,Shankarpalli        ,19,Willson,north,UnKnown,Plot,Plot
17119,3150,50.4,1600,Shankarpalli        ,19,Bpr Hitech,east,UnKnown,Plot,Plot
17120,1726,31.06,1800,Bibinagar        ,19,Parveen,north east,UnKnown,Plot,Plot
17121,1350,24.0,1778,Maheshwaram        ,19,Sinhashruti.Lko,east,UnKnown,Plot,Plot
17122,1350,45.22,3350,Shamirpet        ,19,Fazrocking,east,UnKnown,Plot,Plot
17123,5031,110.0,2200,Maheshwaram        ,19,Nikita Tyagi,north,UnKnown,Plot,Plot
17124,1098,12.19,1111,Shadnagar        ,19,Aniket,east,UnKnown,Plot,Plot
17125,2000,55.56,2778,Sangareddy        ,19,Nama,east,UnKnown,Plot,Plot
17126,1283,19.24,1500,Maheshwaram        ,19,Manoj Goyal,east,UnKnown,Plot,Plot
17127,2998,113.0,3779,Shankarpalli        ,19,Mohan Karthick,east,UnKnown,Plot,Plot
17128,1485,28.05,1889,Kothur        ,19,Smita Khatavkar Raje,west,UnKnown,Plot,Plot
17129,1350,35.08,2599,Adibatla        ,19,Ragu,east,UnKnown,Plot,Plot
17130,1112,105.0,9442,Tellapur        ,8,SR Reddy,north east,Yes,2BHK,Apartment
17131,1500,79.65,5310,Venkatramana Colony        ,19,Nahla,east,Yes,3BHK,Apartment
17132,1144,94.38,8250,Nacharam        ,17,Harish Reddy,west,Yes,3BHK,Apartment
17133,1137,45.0,3958,Ramachandrapuram        ,25,Vinod Sharma,east,Yes,2BHK,Apartment
17134,1390,184.0,13284,Janapriya Nagar        ,17,Vivek Mehta,east,Yes,3BHK,Apartment
17135,1800,66.0,3667,Patancheru        ,19,Subodh Pal,east,UnKnown,Plot,Plot
17136,1800,54.0,3000,Patancheru        ,19,Nandhini,north,UnKnown,Plot,Plot
17137,1485,28.05,1889,Kothur        ,19,Smita Khatavkar Raje,east,UnKnown,Plot,Plot
17138,2998,138.0,4619,Shankarpalli        ,19,Joan Lobo,east,UnKnown,Plot,Plot
17139,1098,12.19,1111,Shadnagar        ,19,Aniket,east,UnKnown,Plot,Plot
17140,2000,55.56,2778,Sangareddy        ,19,Nama,east,UnKnown,Plot,Plot
17141,1350,49.74,3685,Shamirpet        ,19,Jayesh Nair,east,UnKnown,Plot,Plot
17142,924,21.62,2340,Shankarpalli        ,19,Libu Mathew,east,UnKnown,Plot,Plot
17143,1283,19.24,1500,Maheshwaram        ,19,Manoj Goyal,east,UnKnown,Plot,Plot
17144,2998,113.0,3779,Shankarpalli        ,19,Mohan Karthick,north east,UnKnown,Plot,Plot
17145,5031,110.0,2200,Maheshwaram        ,19,Nikita Tyagi,east,UnKnown,Plot,Plot
17146,3150,61.6,1956,Shankarpalli        ,19,Hasmukh,north east,UnKnown,Plot,Plot
17147,1485,30.85,2078,Kothur        ,19,Shanker,east,UnKnown,Plot,Plot
17148,4500,219.0,4888,Adibatla        ,19,Suresh,north,UnKnown,Plot,Plot
17149,4500,179.0,4000,Adibatla        ,19,Solai,north,UnKnown,Plot,Plot
17150,1503,26.04,1733,Bhongir        ,19,Yogesh Godse,east,UnKnown,Plot,Plot
17151,1319,7.88,598,Alwal        ,19,Akasy,east,UnKnown,Plot,Plot
17152,1503,27.05,1800,Shadnagar        ,19,Bowner,north east,UnKnown,Plot,Plot
17153,1726,31.06,1800,Bibinagar        ,19,Parveen,north east,UnKnown,Plot,Plot
17154,4218,105.0,2500,Maheshwaram        ,19,B Uthaman,east,UnKnown,Plot,Plot
17155,924,24.02,2600,Shankarpalli        ,19,Akshay,east,UnKnown,Plot,Plot
17156,1800,29.7,1650,Shadnagar        ,19,Bhajarang,east,UnKnown,Plot,Plot
17157,1350,26.4,1956,Maheshwaram        ,19,Kailash Satalkar,north east,UnKnown,Plot,Plot
17158,2000,61.11,3056,Sangareddy        ,19,Kumarsandy,east,UnKnown,Plot,Plot
17159,1350,19.8,1467,Shadnagar        ,19,Anil Kumar,west,UnKnown,Plot,Plot
17160,1585,140.0,8833,Bachupally        ,3,Asha,east,No,3BHK,Apartment
17161,2000,357.0,17875,Sanjeeva Reddy Nagar        ,24,Uday Sharma,east,No,4BHK,Apartment
17162,1179,58.36,4950,Savarkar Nagar        ,10,Ankita Singh,east,Yes,2BHK,Apartment
17163,2000,292.0,14625,Balkampet        ,27,Anushka Rao,east,No,4BHK,Apartment
17164,1750,135.0,7714,Shirdi Sai Nagar        ,2,Ramesh G,east,Yes,3BHK,Apartment
17165,4218,117.0,2778,Maheshwaram        ,19,Tarun Panjwani,north east,UnKnown,Plot,Plot
17166,1350,19.8,1467,Shadnagar        ,19,Anil Kumar,east,UnKnown,Plot,Plot
17167,2000,61.11,3056,Sangareddy        ,19,Kumarsandy,north east,UnKnown,Plot,Plot
17168,4218,105.0,2500,Maheshwaram        ,19,B Uthaman,north east,UnKnown,Plot,Plot
17169,1503,26.04,1733,Bhongir        ,19,Yogesh Godse,north east,UnKnown,Plot,Plot
17170,1319,9.63,731,Alwal        ,19,Sobha,east,UnKnown,Plot,Plot
17171,1323,23.81,1800,Shankarpalli        ,19,Sathyan,north east,UnKnown,Plot,Plot
17172,1350,12.14,900,Sadashivpet        ,19,Bhoopala Krishnan,north,UnKnown,Plot,Plot
17173,2400,26.39,1100,Maheshwaram        ,19,Savithri,west,UnKnown,Plot,Plot
17174,1800,27.0,1500,Shadnagar        ,19,Shoab Akhtar,east,UnKnown,Plot,Plot
17175,924,26.42,2860,Shankarpalli        ,19,Willson,north east,UnKnown,Plot,Plot
17176,3150,50.4,1600,Shankarpalli        ,19,Bpr Hitech,north,UnKnown,Plot,Plot
17177,1726,31.06,1800,Bibinagar        ,19,Parveen,east,UnKnown,Plot,Plot
17178,5031,99.61,1980,Maheshwaram        ,19,Darshan J,east,UnKnown,Plot,Plot
17179,1800,60.0,3333,Patancheru        ,19,Sapkal Anil,north east,UnKnown,Plot,Plot
17180,1350,18.0,1333,Shadnagar        ,19,Ashok Moure,east,UnKnown,Plot,Plot
17181,1323,16.16,1222,Shadnagar        ,19,D Basu,east,UnKnown,Plot,Plot
17182,1350,42.88,3177,Adibatla        ,19,Debolina Chongdar,east,UnKnown,Plot,Plot
17183,1350,21.6,1600,Maheshwaram        ,19,Hanuman,east,UnKnown,Plot,Plot
17184,1800,24.3,1350,Shadnagar        ,19,M.R.Udayakumar,east,UnKnown,Plot,Plot
17185,2000,50.0,2500,Sangareddy        ,19,Subhiksha Care,north,UnKnown,Plot,Plot
17186,4500,75.28,1673,Maheshwaram        ,19,Vidhya,east,UnKnown,Plot,Plot
17187,1098,10.97,1000,Shadnagar        ,19,Boopaty,east,UnKnown,Plot,Plot
17188,1283,23.52,1833,Maheshwaram        ,19,Swap,east,UnKnown,Plot,Plot
17189,3375,87.75,2600,Shadnagar        ,19,Govind,east,UnKnown,Plot,Plot
17190,1884,177.0,9395,Tellapur        ,8,SR Reddy,east,No,3BHK,Apartment
17191,1843,81.0,4395,Bachupally        ,25,Yamini Shah,north east,Yes,3BHK,Villa
17192,819,36.0,4396,Bowenpally        ,27,Lakshanya,east,Yes,2BHK,Apartment
17193,2723,234.0,8623,Hafeezpet        ,21,Harsh Sharma,east,Yes,3BHK,Apartment
17194,2075,105.0,5085,Mallampet        ,13,Anmol,east,Yes,3BHK,Apartment
17195,1350,14.84,1100,Sadashivpet        ,19,Sivalingam N,east,UnKnown,Plot,Plot
17196,1620,21.05,1300,Ghatkesar        ,19,N.Saikuppuraj,east,UnKnown,Plot,Plot
17197,1189,16.65,1401,Bhongir        ,19,Kiru,east,UnKnown,Plot,Plot
17198,1800,63.8,3544,Patancheru        ,19,Yunus Khan,north,UnKnown,Plot,Plot
17199,1191,82.35,6914,Bachupally        ,21,Kanth Kiran,east,Yes,3BHK,Apartment
17200,1351,94.55,6999,Pocharam        ,21,Gopikrishnan,east,No,2BHK,Apartment
17201,901,60.0,6659,Bachupally        ,21,Gajendran,east,No,2BHK,Apartment
17202,2143,301.0,14064,Somajiguda        ,21,Harivanthan,east,Yes,3BHK,Apartment
17203,2024,203.0,10054,Bowrampet        ,21,Irajathirajan,east,Yes,4BHK,Villa
17204,1716,117.0,6818,Gandipet        ,21,Eelathamil,east,Yes,3BHK,Apartment
17205,2904,217.0,7500,Narsingi        ,21,Fertilityoman,east,Yes,4BHK,Apartment
17206,2235,186.0,8353,Kokapet        ,21,Dhruv Sekhar,north east,No,3BHK,Apartment
17207,2182,245.00000000000003,11252,Amberpet        ,21,Kadanmbari,east,Yes,3BHK,Apartment
17208,1008,60.79,6032,Nacharam        ,21,K Johar,east,Yes,2BHK,Apartment
17209,1529,116.0,7623,Manchirevula        ,21,Imtiaz Ahmed,east,Yes,3BHK,Apartment
17210,1177,86.97,7389,Narsingi        ,21,Dhithi,east,Yes,2BHK,Apartment
17211,2143,273.0,12785,Somajiguda        ,21,Dhruv Singh,east,No,3BHK,Apartment
17212,2200,105.0,4807,Dulapally        ,21,Janalia,south,Yes,3BHK,Apartment
17213,1445,100.0,6954,Bandlaguda Jagir        ,21,Jahendran,east,No,3BHK,Apartment
17214,972,64.09,6594,Jeedimetla        ,21,Deepa Bharath,north,Yes,3BHK,Apartment
17215,4787,416.0,8694,Narsingi        ,21,Jeevanoo,east,Yes,4BHK,Apartment
17216,1099,68.69,6251,Gajularamaram        ,21,Divya Kor,east,Yes,2BHK,Apartment
17217,1958,71.2,3636,Lb Nagar        ,21,Dhiya,north east,Yes,4BHK,Apartment
17218,1131,71.49,6321,Hafeezpet        ,21,Gorma,east,Yes,2BHK,Apartment
17219,2785,312.0,11225,Kondapur        ,21,Ct Sandeep,north east,Yes,4BHK,Apartment
17220,1884,177.0,9395,Tellapur        ,8,SR Reddy,east,Yes,3BHK,Apartment
17221,1500,115.0,7700,Dubey Colony        ,19,Anupama,east,No,3BHK,Apartment
17222,1480,72.0,4865,Sharadha Nagar        ,19,Sunil,east,Yes,3BHK,Apartment
17223,1745,117.0,6750,New Dilsukh Nagar Colony        ,10,Sonu,east,Yes,3BHK,Apartment
17224,1107,40.12,3625,Laxmi Narashima Puram Colony        ,24,Soundappan S,north,Yes,2BHK,Apartment
17225,2200,105.0,4807,Dulapally        ,21,Janalia,west,Yes,3BHK,Apartment
17226,2182,245.00000000000003,11252,Amberpet        ,21,Kadanmbari,east,Yes,3BHK,Apartment
17227,972,64.09,6594,Jeedimetla        ,21,Deepa Bharath,east,No,3BHK,Apartment
17228,1008,60.79,6032,Nacharam        ,21,K Johar,east,Yes,2BHK,Apartment
17229,1529,116.0,7623,Manchirevula        ,21,Imtiaz Ahmed,east,Yes,3BHK,Apartment
17230,2143,301.0,14064,Somajiguda        ,21,Harivanthan,east,Yes,3BHK,Apartment
17231,2235,186.0,8353,Kokapet        ,21,Dhruv Sekhar,east,Yes,3BHK,Apartment
17232,901,60.0,6659,Bachupally        ,21,Gajendran,north east,No,2BHK,Apartment
17233,2904,217.0,7500,Narsingi        ,21,Fertilityoman,east,Yes,4BHK,Apartment
17234,1351,94.55,6999,Pocharam        ,21,Gopikrishnan,east,Yes,2BHK,Apartment
17235,1716,117.0,6818,Gandipet        ,21,Eelathamil,west,Yes,3BHK,Apartment
17236,1191,82.35,6914,Bachupally        ,21,Kanth Kiran,east,Yes,3BHK,Apartment
17237,1177,86.97,7389,Narsingi        ,21,Dhithi,north,Yes,2BHK,Apartment
17238,2143,273.0,12785,Somajiguda        ,21,Dhruv Singh,east,Yes,3BHK,Apartment
17239,2024,203.0,10054,Bowrampet        ,21,Irajathirajan,east,Yes,4BHK,Villa
17240,1558,101.0,6498,Yapral        ,21,Ganesh Thakur,east,Yes,3BHK,Apartment
17241,1408,96.0,6818,Kapra        ,21,Deniska,east,Yes,3BHK,Apartment
